Date,Close,High,Low,Open,Volume
,KMLM,KMLM,KMLM,KMLM,KMLM
2020-12-02,21.61567497253418,21.61567497253418,21.546752998116446,21.546752998116446,999500
2020-12-03,21.904285430908203,21.904285430908203,21.904285430908203,21.904285430908203,0
2020-12-04,21.74921226501465,21.74921226501465,21.74921226501465,21.74921226501465,0
2020-12-07,21.908594131469727,21.908594131469727,21.908594131469727,21.908594131469727,0
2020-12-08,21.73628807067871,21.73628807067871,21.73628807067871,21.73628807067871,100
2020-12-09,21.908594131469727,21.994747011702547,21.908594131469727,21.994747011702547,400
2020-12-10,21.77505874633789,21.77505874633789,21.77505874633789,21.77505874633789,0
2020-12-11,21.82244110107422,21.82244110107422,21.82244110107422,21.82244110107422,0
2020-12-14,21.873271942138672,21.951670424700765,21.873271942138672,21.94305497208972,400
2020-12-15,21.96889877319336,21.96889877319336,21.96889877319336,21.96889877319336,0
2020-12-16,21.92323875427246,21.92323875427246,21.92323875427246,21.92323875427246,0
2020-12-17,22.141206741333008,22.141206741333008,22.141206741333008,22.141206741333008,100
2020-12-18,22.00422477722168,22.00422477722168,22.00422477722168,22.00422477722168,100
2020-12-21,22.111053466796875,22.111053466796875,22.111053466796875,22.111053466796875,0
2020-12-22,21.864656448364258,21.864656448364258,21.864656448364258,21.864656448364258,0
2020-12-23,22.2652645111084,22.2652645111084,22.2652645111084,22.2652645111084,0
2020-12-24,22.145511627197266,22.145511627197266,22.145511627197266,22.145511627197266,100
2020-12-28,21.930131912231445,21.930131912231445,21.930131912231445,21.930131912231445,0
2020-12-29,22.52027702331543,22.52027702331543,22.47720140373436,22.47720140373436,300
2020-12-30,22.808887481689453,22.84679349867567,22.808887481689453,22.84679349867567,300
2020-12-31,22.783903121948242,22.78735061748025,22.783903121948242,22.78735061748025,200
2021-01-04,22.716703414916992,22.716703414916992,22.716703414916992,22.716703414916992,200
2021-01-05,23.170730590820312,23.170730590820312,23.170730590820312,23.170730590820312,100
2021-01-06,23.031160354614258,23.031160354614258,22.959653582431983,22.959653582431983,100
2021-01-07,22.80457878112793,22.80457878112793,22.80457878112793,22.80457878112793,100
2021-01-08,22.74858283996582,22.74858283996582,22.74858283996582,22.74858283996582,100
2021-01-11,22.369510650634766,22.369510650634766,22.369510650634766,22.369510650634766,100
2021-01-12,22.935531616210938,22.935531616210938,22.92088551182868,22.92088551182868,100
2021-01-13,22.806304931640625,22.806304931640625,22.806304931640625,22.806304931640625,100
2021-01-14,23.21639060974121,23.239652167802664,23.21639060974121,23.235343619820387,300
2021-01-15,22.77873420715332,22.77873420715332,22.77873420715332,22.77873420715332,100
2021-01-19,22.994977951049805,22.994977951049805,22.994977951049805,22.994977951049805,100
2021-01-20,23.013931274414062,23.131961167770804,23.013931274414062,23.12334571514969,300
2021-01-21,23.12162208557129,23.12162208557129,23.12162208557129,23.12162208557129,100
2021-01-22,22.770118713378906,22.770118713378906,22.770118713378906,22.770118713378906,0
2021-01-25,22.837318420410156,22.837318420410156,22.837318420410156,22.837318420410156,100
2021-01-26,23.093191146850586,23.093191146850586,23.093191146850586,23.093191146850586,100
2021-01-27,22.830427169799805,23.01134674730085,22.830427169799805,23.01134674730085,200
2021-01-28,22.813196182250977,22.994117402330488,22.813196182250977,22.994117402330488,200
2021-01-29,22.91571807861328,22.933810035634767,22.91571807861328,22.933810035634767,300
2021-02-01,22.74858283996582,22.74858283996582,22.74858283996582,22.74858283996582,600
2021-02-02,22.74858283996582,22.74858283996582,22.74858283996582,22.74858283996582,600
2021-02-03,22.91399383544922,22.91399383544922,22.91399383544922,22.91399383544922,0
2021-02-04,22.739967346191406,22.739967346191406,22.739967346191406,22.739967346191406,0
2021-02-05,22.994115829467773,22.994115829467773,22.916578403770274,22.916578403770274,400
2021-02-08,23.23965072631836,23.278419439606214,23.23965072631836,23.278419439606214,100
2021-02-09,23.40764808654785,23.40764808654785,23.40764808654785,23.40764808654785,100
2021-02-10,23.29134178161621,23.29134178161621,23.25774266831577,23.26721917276159,200
2021-02-11,23.29134178161621,23.29565032932853,23.29134178161621,23.29565032932853,400
2021-02-12,23.386110305786133,23.386110305786133,23.38180175803821,23.38180175803821,200
2021-02-16,23.670413970947266,23.670413970947266,23.670413970947266,23.670413970947266,100
2021-02-17,23.506723403930664,23.519645760744496,23.506723403930664,23.519645760744496,400
2021-02-18,23.73072052001953,23.74364287698929,23.73072052001953,23.74364287698929,100
2021-02-19,23.912504196166992,24.01502529215982,23.912504196166992,24.01502529215982,1200
2021-02-22,24.326034545898438,24.326034545898438,24.326034545898438,24.326034545898438,0
2021-02-23,24.45009422302246,24.45009422302246,24.45009422302246,24.45009422302246,100
2021-02-24,24.78091812133789,24.78091812133789,24.59655106936139,24.613781972826917,900
2021-02-25,24.755075454711914,24.755075454711914,24.708553980298436,24.725784886331418,1100
2021-02-26,24.247636795043945,24.38117220250311,24.234712794506606,24.368249845195336,2500
2021-03-01,23.921117782592773,24.122714106335472,23.921117782592773,24.122714106335472,4200
2021-03-02,23.963333129882812,24.02794655883753,23.963333129882812,24.01933110633099,1300
2021-03-03,24.053791046142578,24.053791046142578,24.01071543018862,24.01071543018862,300
2021-03-04,24.14425277709961,24.14425277709961,24.139945872447864,24.139945872447864,1000
2021-03-05,24.333789825439453,24.333789825439453,24.333789825439453,24.333789825439453,0
2021-03-08,24.204559326171875,24.204559326171875,24.204559326171875,24.204559326171875,100
2021-03-09,24.010717391967773,24.08825317837402,24.010717391967773,24.08825317837402,3800
2021-03-10,24.03225326538086,24.03225326538086,24.03225326538086,24.03225326538086,100
2021-03-11,24.28209686279297,24.28209686279297,24.28209686279297,24.28209686279297,0
2021-03-12,24.475940704345703,24.475940704345703,24.303634937333324,24.303634937333324,900
2021-03-15,24.42424774169922,24.42424774169922,24.42424774169922,24.42424774169922,100
2021-03-16,24.342403411865234,24.342403411865234,24.342403411865234,24.342403411865234,0
2021-03-17,24.303634643554688,24.303634643554688,24.303634643554688,24.303634643554688,0
2021-03-18,23.921117782592773,23.921117782592773,23.921117782592773,23.921117782592773,700
2021-03-19,23.995208740234375,23.995208740234375,23.94179556331879,23.94179556331879,400
2021-03-22,23.94179344177246,24.23471058786493,23.933177989941885,24.23471058786493,7400
2021-03-23,23.51964569091797,23.73502706773308,23.51964569091797,23.73502706773308,300
2021-03-24,23.605798721313477,23.605798721313477,23.605798721313477,23.605798721313477,0
2021-03-25,23.31287956237793,23.717797598914224,23.31287956237793,23.717797598914224,900
2021-03-26,23.580814361572266,23.58856711816577,23.580814361572266,23.58856711816577,200
2021-03-29,23.864255905151367,23.864255905151367,23.7522566751154,23.77810303048433,2000
2021-03-30,23.623029708862305,23.623029708862305,23.623029708862305,23.623029708862305,0
2021-03-31,23.77896499633789,23.933178795807784,23.631644544502215,23.933178795807784,5900
2021-04-01,23.68333625793457,23.847026566219018,23.68333625793457,23.847026566219018,600
2021-04-05,23.735027313232422,23.735027313232422,23.691951694715655,23.691951694715655,200
2021-04-06,23.75225830078125,23.855642086103426,23.75225830078125,23.8297957289655,3400
2021-04-07,23.72727394104004,23.72727394104004,23.657489271789697,23.657489271789697,200
2021-04-08,23.63164520263672,23.63164520263672,23.597183393194285,23.597183393194285,700
2021-04-09,23.79964256286621,24.777474228247534,23.79964256286621,24.777474228247534,1900
2021-04-12,23.657489776611328,23.657489776611328,23.657489776611328,23.657489776611328,100
2021-04-13,23.623029708862305,23.623029708862305,23.623029708862305,23.623029708862305,1600
2021-04-14,24.11410140991211,24.11410140991211,24.11410140991211,24.11410140991211,0
2021-04-15,24.092561721801758,24.092561721801758,24.092561721801758,24.092561721801758,0
2021-04-16,24.12271499633789,24.12271499633789,24.12271499633789,24.12271499633789,0
2021-04-19,24.088253021240234,24.131330283662205,24.07360855956926,24.07360855956926,600
2021-04-20,24.226097106933594,24.226097106933594,24.226097106933594,24.226097106933594,100
2021-04-21,24.19594383239746,24.19594383239746,24.19594383239746,24.19594383239746,0
2021-04-22,24.45009422302246,24.45009422302246,24.45009422302246,24.45009422302246,100
2021-04-23,24.501787185668945,24.570709164174826,24.501787185668945,24.570709164174826,600
2021-04-26,24.807626724243164,24.807626724243164,24.807626724243164,24.807626724243164,100
2021-04-27,25.03162384033203,25.03162384033203,25.03162384033203,25.03162384033203,0
2021-04-28,24.870519638061523,24.870519638061523,24.870519638061523,24.870519638061523,100
2021-04-29,25.14362144470215,25.216851967227008,25.14362144470215,25.216851967227008,100
2021-04-30,25.221158981323242,25.221158981323242,25.221158981323242,25.221158981323242,100
2021-05-03,25.070392608642578,25.070392608642578,25.070392608642578,25.070392608642578,100
2021-05-04,25.23408317565918,25.23408317565918,25.23408317565918,25.23408317565918,100
2021-05-05,25.35641860961914,25.35641860961914,25.35641860961914,25.35641860961914,100
2021-05-06,25.389156341552734,25.397771793892332,25.37192708010305,25.37192708010305,300
2021-05-07,25.509769439697266,25.509769439697266,25.509769439697266,25.509769439697266,0
2021-05-10,25.389156341552734,25.389156341552734,25.389156341552734,25.389156341552734,100
2021-05-11,25.687244415283203,25.687244415283203,25.6191834929432,25.6191834929432,400
2021-05-12,26.206745147705078,26.224837104622928,25.725152372263384,25.725152372263384,2200
2021-05-13,25.31161880493164,25.421894293883213,25.31161880493164,25.421894293883213,200
2021-05-14,25.32884979248047,25.32884979248047,25.32884979248047,25.32884979248047,700
2021-05-17,25.535615921020508,25.535615921020508,25.535615921020508,25.535615921020508,100
2021-05-18,25.508909225463867,25.508909225463867,25.508909225463867,25.508909225463867,0
2021-05-19,25.288358688354492,25.288358688354492,25.208236461490056,25.208236461490056,200
2021-05-20,24.91531753540039,25.46669332978098,24.91531753540039,25.458077877590096,2800
2021-05-21,25.10226821899414,25.10226821899414,25.10226821899414,25.10226821899414,100
2021-05-24,25.21599006652832,25.21599006652832,25.21599006652832,25.21599006652832,0
2021-05-25,24.90670394897461,24.90670394897461,24.90670394897461,24.90670394897461,100
2021-05-26,25.170330047607422,25.208237710667145,25.170330047607422,25.208237710667145,700
2021-05-27,25.290081024169922,25.290081024169922,25.290081024169922,25.290081024169922,0
2021-05-28,25.223745346069336,25.223745346069336,25.010087703024574,25.010087703024574,1100
2021-06-01,25.69930648803711,25.69930648803711,25.69930648803711,25.69930648803711,100
2021-06-02,25.56146240234375,25.67345999761598,25.56146240234375,25.67345999761598,800
2021-06-03,25.595922470092773,25.595922470092773,25.595922470092773,25.595922470092773,100
2021-06-04,25.690690994262695,25.690690994262695,25.690690994262695,25.690690994262695,0
2021-06-07,25.462387084960938,25.785459155956254,25.462387084960938,25.785459155956254,500
2021-06-08,25.63038444519043,25.63038444519043,25.63038444519043,25.63038444519043,100
2021-06-09,25.38484764099121,25.483922871042655,25.38484764099121,25.466691967582562,600
2021-06-10,25.415000915527344,25.415000915527344,25.415000915527344,25.415000915527344,100
2021-06-11,25.389156341552734,25.389156341552734,25.389156341552734,25.389156341552734,0
2021-06-14,25.419309616088867,25.419309616088867,25.419309616088867,25.419309616088867,0
2021-06-15,25.370203018188477,25.370203018188477,25.370203018188477,25.370203018188477,100
2021-06-16,25.2392520904541,25.423619162754296,25.2392520904541,25.406388257389317,1000
2021-06-17,24.560367584228516,24.560367584228516,24.560367584228516,24.560367584228516,0
2021-06-18,24.338956832885742,24.338956832885742,24.174405472789147,24.174405472789147,1000
2021-06-21,24.4027099609375,24.4027099609375,24.4027099609375,24.4027099609375,100
2021-06-22,24.252803802490234,24.252803802490234,24.252803802490234,24.252803802490234,0
2021-06-23,24.557785034179688,24.56209358213026,24.557785034179688,24.56209358213026,400
2021-06-24,24.790395736694336,24.790395736694336,24.790395736694336,24.790395736694336,0
2021-06-25,24.786088943481445,24.786088943481445,24.786088943481445,24.786088943481445,0
2021-06-28,24.790395736694336,24.790395736694336,24.790395736694336,24.790395736694336,0
2021-06-29,24.811935424804688,24.811935424804688,24.811935424804688,24.811935424804688,0
2021-06-30,25.170330047607422,25.170330047607422,25.170330047607422,25.170330047607422,0
2021-07-01,25.124670028686523,25.124670028686523,25.124670028686523,25.124670028686523,0
2021-07-02,25.08762550354004,25.173776746581744,25.08762550354004,25.156547483911183,700
2021-07-06,24.596553802490234,24.596553802490234,24.596553802490234,24.596553802490234,100
2021-07-07,24.319143295288086,24.958394097024257,24.019331134687064,24.019331134687064,18900
2021-07-08,24.389787673950195,24.389787673950195,24.389787673950195,24.389787673950195,100
2021-07-09,24.587078094482422,24.587078094482422,24.587078094482422,24.587078094482422,0
2021-07-12,24.454402923583984,24.454402923583984,24.454402923583984,24.454402923583984,100
2021-07-13,24.631013870239258,24.631013870239258,24.631013870239258,24.631013870239258,0
2021-07-14,24.325172424316406,24.325172424316406,24.325172424316406,24.325172424316406,200
2021-07-15,24.37686538696289,24.37686538696289,24.37686538696289,24.37686538696289,200
2021-07-16,24.407018661499023,24.407018661499023,24.407018661499023,24.407018661499023,0
2021-07-19,23.82032012939453,23.838412087109642,23.700568130262234,23.838412087109642,6900
2021-07-20,24.04948616027832,24.04948616027832,24.04948616027832,24.04948616027832,1000
2021-07-21,24.07447052001953,24.173545762483208,23.976256329867915,24.157177552406072,400
2021-07-22,24.484554290771484,24.578459924265566,24.484554290771484,24.55347626367719,300
2021-07-23,24.49747657775879,24.699935591508435,24.49747657775879,24.691320139515955,900
2021-07-26,24.708553314208984,24.708553314208984,24.637907587316,24.699937861424747,500
2021-07-27,24.441478729248047,24.441478729248047,24.441478729248047,24.441478729248047,0
2021-07-28,24.600860595703125,24.600860595703125,24.600860595703125,24.600860595703125,0
2021-07-29,24.687013626098633,24.687013626098633,24.687013626098633,24.687013626098633,100
2021-07-30,24.458709716796875,24.458709716796875,24.458709716796875,24.458709716796875,100
2021-08-02,24.68270492553711,24.68270492553711,24.6568602125399,24.6568602125399,100
2021-08-03,24.428556442260742,24.428556442260742,24.428556442260742,24.428556442260742,100
2021-08-04,24.3122501373291,24.44148028286008,24.3122501373291,24.44148028286008,200
2021-08-05,24.49489402770996,24.587940260483315,24.49489402770996,24.587940260483315,300
2021-08-06,24.465600967407227,24.56209139958752,24.465600967407227,24.56209139958752,100
2021-08-09,24.204559326171875,24.204559326171875,24.204559326171875,24.204559326171875,0
2021-08-10,24.622398376464844,24.622398376464844,24.622398376464844,24.622398376464844,0
2021-08-11,24.84208869934082,24.84208869934082,24.84208869934082,24.84208869934082,500
2021-08-12,24.876548767089844,24.876548767089844,24.876548767089844,24.876548767089844,100
2021-08-13,24.824859619140625,24.824859619140625,24.824859619140625,24.824859619140625,100
2021-08-16,24.72578239440918,24.72578239440918,24.72578239440918,24.72578239440918,0
2021-08-17,24.501787185668945,24.501787185668945,24.501787185668945,24.501787185668945,0
2021-08-18,24.398401260375977,24.398401260375977,24.398401260375977,24.398401260375977,0
2021-08-19,24.204559326171875,24.204559326171875,24.204559326171875,24.204559326171875,100
2021-08-20,23.894411087036133,23.934901906152483,23.894411087036133,23.934901906152483,100
2021-08-23,24.113239288330078,24.113239288330078,24.113239288330078,24.113239288330078,0
2021-08-24,24.329479217529297,24.329479217529297,24.329479217529297,24.329479217529297,0
2021-08-25,24.54486083984375,24.54486083984375,24.418217145831832,24.418217145831832,200
2021-08-26,24.587078094482422,24.587078094482422,24.587078094482422,24.587078094482422,0
2021-08-27,24.744735717773438,24.85501120615111,24.744735717773438,24.842949901636185,1300
2021-08-30,24.6112003326416,24.6112003326416,24.6112003326416,24.6112003326416,100
2021-08-31,24.370832443237305,24.370832443237305,24.148559372833706,24.217481344296882,5000
2021-09-01,24.19594383239746,24.243327999681757,24.18302147522158,24.20886783280289,5900
2021-09-02,24.368249893188477,24.368249893188477,24.368249893188477,24.368249893188477,100
2021-09-03,24.316556930541992,24.316556930541992,24.251941862439153,24.251941862439153,200
2021-09-07,24.174406051635742,24.174406051635742,24.174406051635742,24.174406051635742,100
2021-09-08,24.233850479125977,24.233850479125977,24.233850479125977,24.233850479125977,100
2021-09-09,24.174406051635742,24.174406051635742,24.174406051635742,24.174406051635742,0
2021-09-10,24.276927947998047,24.276927947998047,24.276927947998047,24.276927947998047,0
2021-09-13,24.37255859375,24.37255859375,24.37255859375,24.37255859375,0
2021-09-14,24.428556442260742,24.501786968089583,24.428556442260742,24.493171515449156,4600
2021-09-15,24.72147560119629,24.72147560119629,24.72147560119629,24.72147560119629,0
2021-09-16,24.60516929626465,24.60516929626465,24.60516929626465,24.60516929626465,700
2021-09-17,24.49747657775879,24.561230593857246,24.49747657775879,24.561230593857246,200
2021-09-20,24.484554290771484,24.484554290771484,24.484554290771484,24.484554290771484,0
2021-09-21,24.226097106933594,24.226097106933594,24.122713326797793,24.122713326797793,200
2021-09-22,24.454402923583984,24.454402923583984,24.454402923583984,24.454402923583984,100
2021-09-23,24.65255355834961,24.65255355834961,24.65255355834961,24.65255355834961,0
2021-09-24,24.73439598083496,24.73439598083496,24.73439598083496,24.73439598083496,0
2021-09-27,24.918764114379883,24.918764114379883,24.918764114379883,24.918764114379883,100
2021-09-28,24.84639549255371,25.16515900658949,24.84639549255371,25.13069884115052,3400
2021-09-29,24.919626235961914,24.919626235961914,24.919626235961914,24.919626235961914,0
2021-09-30,24.975624084472656,24.975624084472656,24.85501104012905,24.897225605649314,1400
2021-10-01,24.954086303710938,25.00147046925061,24.872241972561177,24.872241972561177,2300
2021-10-04,25.294389724731445,25.415002771372308,25.294389724731445,25.33660429105575,4800
2021-10-05,25.475309371948242,25.475309371948242,25.41586390071511,25.423618300835333,500
2021-10-06,25.35038948059082,25.35038948059082,25.35038948059082,25.35038948059082,100
2021-10-07,25.371929168701172,25.94484282899551,25.24269901619856,25.24269901619856,2400
2021-10-08,25.475309371948242,25.55284680023237,25.475309371948242,25.55284680023237,400
2021-10-11,25.885395050048828,25.888840902315827,25.60453754991953,25.84576528413407,2200
2021-10-12,25.582998275756836,25.67345805469583,25.57007591968824,25.67345805469583,6100
2021-10-13,25.402080535888672,25.402080535888672,25.371927274084292,25.371927274084292,1500
2021-10-14,25.49254035949707,26.750366834448705,25.406387478542822,25.406387478542822,31800
2021-10-15,25.785459518432617,25.785459518432617,25.742382255756638,25.77684406589742,2300
2021-10-18,25.742382049560547,25.88022764578999,25.733768240323897,25.88022764578999,3800
2021-10-19,25.72515296936035,25.72515296936035,25.60453827721229,25.716537516833377,2500
2021-10-20,25.74669075012207,25.74669075012207,25.499432356887503,25.499432356887503,2000
2021-10-21,25.775121688842773,25.775121688842773,25.518388419850652,25.57438639946312,300
2021-10-22,25.72515296936035,25.72515296936035,25.716537516833377,25.716537516833377,1300
2021-10-25,25.811304092407227,25.854381354848886,25.811304092407227,25.82853499738389,6400
2021-10-26,25.802688598632812,25.802688598632812,25.75961133900343,25.75961133900343,400
2021-10-27,25.63038444519043,25.759612945679937,25.501155944700923,25.759612945679937,2900
2021-10-28,25.451187133789062,25.63900005488857,25.38054140909498,25.63900005488857,3200
2021-10-29,25.92675018310547,25.92675018310547,25.864719908736525,25.880228709750966,1100
2021-11-01,25.76650619506836,25.802690109337888,25.76650619506836,25.802690109337888,700
2021-11-02,25.759613037109375,25.759613037109375,25.690691060388374,25.699306512882192,1700
2021-11-03,25.3590030670166,25.664845873612762,25.3590030670166,25.63038406427198,1400
2021-11-04,25.419309616088867,25.570077567264473,25.384849449942408,25.56146211492048,400
2021-11-05,25.17377471923828,25.371926834673268,25.17377471923828,25.371926834673268,200
2021-11-08,25.39777183532715,25.39777183532715,25.363311669142043,25.363311669142043,3400
2021-11-09,25.250450134277344,25.26854209035896,25.229773378294155,25.259926638430176,1200
2021-11-10,25.704477310180664,25.704477310180664,25.604539371181517,25.604539371181517,100
2021-11-11,25.72256851196289,25.72256851196289,25.72256851196289,25.72256851196289,100
2021-11-12,25.479616165161133,25.479616165161133,25.479616165161133,25.479616165161133,0
2021-11-15,25.688968658447266,25.688968658447266,25.535615906353907,25.535615906353907,100
2021-11-16,26.08009910583496,26.12145261860248,25.68638296876173,25.725151681577596,3500
2021-11-17,25.677766799926758,25.944839234520497,25.677766799926758,25.931916878352396,700
2021-11-18,25.643308639526367,25.643308639526367,25.59592446919841,25.59592446919841,200
2021-11-19,25.633831024169922,25.633831024169922,25.633831024169922,25.633831024169922,0
2021-11-22,25.847490310668945,25.906073088565297,25.847490310668945,25.906073088565297,200
2021-11-23,26.136098861694336,26.1645300180841,26.136098861694336,26.1645300180841,300
2021-11-24,26.180038452148438,26.180038452148438,26.180038452148438,26.180038452148438,100
2021-11-26,25.124670028686523,25.415004050736794,25.035071291463144,25.415004050736794,1500
2021-11-29,25.057470321655273,25.234084640349895,25.057470321655273,25.234084640349895,200
2021-11-30,24.5379695892334,24.99285494799032,24.484554771617322,24.99285494799032,1400
2021-12-01,24.33723258972168,24.33723258972168,24.33723258972168,24.33723258972168,600
2021-12-02,24.4931697845459,24.4931697845459,24.38978600339636,24.437170167955337,300
2021-12-03,24.390649795532227,24.47593998098971,24.390649795532227,24.47593998098971,300
2021-12-06,24.553478240966797,24.553478240966797,24.553478240966797,24.553478240966797,100
2021-12-07,24.743013381958008,24.746460877641425,24.49317182514488,24.49317182514488,800
2021-12-08,24.84295082092285,24.84295082092285,24.84295082092285,24.84295082092285,0
2021-12-09,24.712858200073242,24.820548886234032,24.712858200073242,24.811933434153634,800
2021-12-10,24.740427017211914,24.740427017211914,24.740427017211914,24.740427017211914,0
2021-12-13,24.7464599609375,24.7464599609375,24.7464599609375,24.7464599609375,100
2021-12-14,24.72578239440918,24.72578239440918,24.72578239440918,24.72578239440918,200
